# C:\EZNEC 7.0\Docs
EZN5.NEC	626	2026-09-18T16:25:49.5876251Z	b691f52cac171e7b9ddcad6e5959dd775c3478db91bae144b6638a2fbc00aec8	copied
EZNEC.INI	19	2023-02-23T18:10:59.7094744Z	13347901fb96294e201cee92f93352b8bf524913a28c31c4eb1f99e3b130e13c	copied
LastRun.log	15363	2026-09-18T16:25:49.5876251Z	42c9d40f4248770205e23f0335f9329a1645f5cd608d7753be0ab51b81cd07b2	copied
LastRun_Inst2.log	790	2026-09-17T20:23:35.9558896Z	cc5cadfed7a3a7827621c46eb98232b272bb47cb5d6eb0db98a6e36c5b0dc609	copied
LastZ.txt	189	2026-09-18T16:25:20.1076116Z	5f27cb31ebf180affe9ab86c81cc74d8978d31e946510f402557f80bd8cd5e09	copied
LastZ_sorted.txt	173	2026-09-18T16:25:20.1076116Z	8ae35655eccbcca32c1000cb958f43376c804b0fba4e2b15999000b8b0482aac	copied
LastZ_src1.s1p	128	2026-09-18T16:25:20.1076116Z	390e83b522ca3c46279c19d50eb908bdec6e23fb5802329dc3ab07c7afe6c456	copied
LastZ_src2.s1p	138	2026-09-17T20:29:30.8631753Z	ac55aec15fc3a7b9ab93d07e01deef25c82ede342d78893315082fc91e1557c8	copied
LastZ_src3.s1p	138	2026-09-17T20:29:30.8736508Z	786def127d3beeff131b53ed17b39b770a76dbc10adc8f35cd8adbb08bf77ba1	copied
LastZ_src4.s1p	137	2026-09-17T20:29:30.8736508Z	2294287f97f0e7139b2c3b68f95b1b10d3f425270f79e070237001d3ac1b705a	copied
NEC5.OUT	75262	2026-09-18T16:25:49.7904036Z	d78e4fcd2148d913681a54b05a262088f0d03c8786e474a2b398c3d4af5e3d2d	copied
NEC5CL_x13.exe	18432	2026-09-18T15:21:41.3479656Z	d02b7e819a5fbcb34661245625c6cd31991e57d03d25a09375f046f775fe641e	manifest-only
NEC5CL_x13.real.exe	10804224	2026-08-16T21:58:15.4978425Z	4ffac7111374583267d08720a6326eb5d8e0f2c417b25c8140263b4e75a01d7c	manifest-only
SOMMPD.NEX	102296	2026-09-18T16:25:19.8842323Z	7b1f82095dc2519eb13e58960c9dceb4d4aae59f5ad0f98467447488228a915e	manifest-only
