deck,segments,stock_wall_s,a43_wall_s,speedup,set
g1ojs/160m/160m Two Turn Coax Magloop V.nec,22,0.08642644342035055,0.058133984450250864,1.4867,corpus
g1ojs/1V cap plates solid coplanar.nec,116,1.3284256691113114,0.8535026647150517,1.5564,corpus
g1ojs/20m/20m 239cm Circ 10mm Copper Magloop H.nec,110,0.10685676382854581,0.06585837714374065,1.6225,corpus
g1ojs/20m/20m 239cm Circ 10mm Copper Magloop V.nec,110,0.1068988349288702,0.06607352802529931,1.6179,corpus
g1ojs/20m/20m 239cm Circ 10mm Copper Magloop Vside.nec,110,0.10737555101513863,0.06657537538558245,1.6128,corpus
g1ojs/20m/20m 65cm Circ 10mm Copper Magloop H.nec,38,0.08175694895908237,0.054328450467437506,1.5049,corpus
g1ojs/20m/20m 65cm Circ 10mm Copper Magloop V side.nec,38,0.08109741704538465,0.05423356452956796,1.4953,corpus
g1ojs/20m/20m 65cm Circ 10mm Copper Magloop V.nec,38,0.08151078503578901,0.05447822064161301,1.4962,corpus
g1ojs/20m/20m Half wave circular loop V side.nec,73,0.1860813982784748,0.1142024714499712,1.6294,corpus
g1ojs/20m/20m Half wave square loop V side as built.nec,26,0.17596777621656656,0.11258915951475501,1.5629,corpus
g1ojs/20m/20m Half wave square loop V side.nec,26,0.07906930707395077,0.052682464476674795,1.5009,corpus
g1ojs/20m/20m V coax braid element.nec,22,1.1831434750929475,0.7395883128046989,1.5997,corpus
g1ojs/20m/20m V coax inner element.nec,22,1.0094110816717148,0.6380856549367309,1.5819,corpus
g1ojs/20m/20m V pvc covered.nec,22,1.0919904876500368,0.6895426721312106,1.5836,corpus
g1ojs/20m/Open loop H 7.4m.nec,73,0.08964286558330059,0.05762383155524731,1.5557,corpus
g1ojs/20m/Open loop V base 7.4m.nec,73,0.0907006785273552,0.07606224762275815,1.1925,corpus
g1ojs/20m/Open loop V side 7.4m.nec,73,0.0899715875275433,0.05750748701393604,1.5645,corpus
g1ojs/20m/_20m Dipole ref.nec,20,1.2579423221759498,0.7915703789331019,1.5892,corpus
g1ojs/20m/_20m V.nec,22,1.174765004310757,0.7412642566487193,1.5848,corpus
g1ojs/3V cap plates solid coplanar.nec,146,1.9425408393144608,0.9218606506474316,2.1072,corpus
g1ojs/40m/40m 239cm Circ 10mm Cu Magloop H.nec,110,0.10027339356020093,0.0620909221470356,1.6149,corpus
g1ojs/40m/40m 239cm Circ 10mm Cu Magloop V side.nec,110,0.09954204177483916,0.06239323923364282,1.5954,corpus
g1ojs/40m/40m 239cm Circ 10mm Cu Magloop V.nec,110,0.09937535366043448,0.06283534225076437,1.5815,corpus
g1ojs/40m/40m Fitted Attic V.nec,14,1.0083238668739796,0.6441303570754826,1.5654,corpus
g1ojs/40m/40m V cap plates coplanar.nec,116,1.3266162890940905,0.8538784966804087,1.5536,corpus
g1ojs/40m/40m V cap spokes.nec,24,1.0143081289716065,0.6497123553417623,1.5612,corpus
g1ojs/40m/40m V doglegs BUILT.nec,20,1.0099059347994626,0.6441428796388209,1.5678,corpus
g1ojs/40m/40m VU built 2.nec,19,1.0089633758179843,0.642843680921942,1.5695,corpus
g1ojs/40m/40m VU built.nec,19,1.011630228254944,0.6419534850865602,1.5759,corpus
g1ojs/40m/40m VU.nec,14,1.008702133782208,0.650021770503372,1.5518,corpus
g1ojs/40m/_40m Dipole ref.nec,20,1.4169145375490189,0.8956063915975392,1.5821,corpus
g1ojs/40m/_40m V loaded.nec,14,1.0067028310149908,0.6500738495960832,1.5486,corpus
g1ojs/40m/opt/40m V integral PI-01.nec,22,0.20763911353424191,0.133892095182091,1.5508,corpus
g1ojs/40m/opt/40m V integral PI-02.nec,22,0.20772699918597937,0.13411038368940353,1.5489,corpus
g1ojs/40m/opt/40m V integral PI-03.nec,22,0.2073357254266739,0.13436678145080805,1.5431,corpus
g1ojs/40m/opt/40m V integral PI-04.nec,22,0.20706649450585246,0.13424684666097164,1.5424,corpus
g1ojs/40m/opt/40m V integral PI-05.nec,22,0.20817368105053902,0.13417900586500764,1.5515,corpus
g1ojs/40m/opt/40m V integral PI-06.nec,22,0.20743942633271217,0.1335198380984366,1.5536,corpus
g1ojs/40m/opt/40m V integral PI-07.nec,22,0.20822664955630898,0.13364921137690544,1.5580,corpus
g1ojs/40m/opt/40m V integral PI-08.nec,22,0.20737520279362798,0.13392768101766706,1.5484,corpus
g1ojs/40m/opt/40m V integral PI-09.nec,22,0.20699320081621408,0.1341482368297875,1.5430,corpus
g1ojs/40m/opt/40m V integral PI-10.nec,22,0.20793651649728417,0.13525388482958078,1.5374,corpus
g1ojs/40m/opt/40m V integral PI-11.nec,22,0.2085690381936729,0.1345786852762103,1.5498,corpus
g1ojs/40m/opt/40m V integral PI-12.nec,22,0.20814992301166058,0.1342255943454802,1.5507,corpus
g1ojs/40m/opt/40m V integral PI-13.nec,22,0.20753216510638595,0.1351184737868607,1.5359,corpus
g1ojs/40m/opt/40m V integral PI-14.nec,22,0.208002298604697,0.1342239584773779,1.5497,corpus
g1ojs/40m/opt/40m V integral PI-15.nec,22,0.20788481552153826,0.13393084099516273,1.5522,corpus
g1ojs/40m/opt/40m V integral PI-16.nec,22,0.21603719284757972,0.13412354094907641,1.6107,corpus
g1ojs/40m/opt/40m V integral PI-17.nec,22,0.207381097599864,0.1365961590781808,1.5182,corpus
g1ojs/40m/opt/40m V integral PI-18.nec,22,0.2072929237037897,0.13487877743318677,1.5369,corpus
g1ojs/40m/opt/40m V integral PI-19.nec,22,0.20795158483088017,0.13394677359610796,1.5525,corpus
g1ojs/40m/opt/40m V integral PI-20.nec,22,0.20807137480005622,0.13352180970832705,1.5583,corpus
g1ojs/40m/opt/40m V integral PI-21.nec,22,0.20726955076679587,0.13376602111384273,1.5495,corpus
g1ojs/40m/opt/40m V integral PI-22.nec,22,0.2076663221232593,0.13372563244774938,1.5529,corpus
g1ojs/40m/opt/40m V integral PI-23.nec,22,0.20750187430530787,0.13390647433698177,1.5496,corpus
g1ojs/40m/opt/40m V integral PI-24.nec,22,0.20841621607542038,0.1353087667375803,1.5403,corpus
g1ojs/40m/opt/40m V integral PI-25.nec,22,0.20748965768143535,0.1342715471982956,1.5453,corpus
g1ojs/40m/opt/40m V integral PI-26.nec,22,0.20751977898180485,0.13389181811362505,1.5499,corpus
g1ojs/40m/opt/40m V integral PI-27.nec,22,0.207327239215374,0.1339828372001648,1.5474,corpus
g1ojs/40m/opt/40m V integral PI-28.nec,22,0.20774600561708212,0.13410295313224196,1.5492,corpus
g1ojs/40m/opt/40m V integral PI-29.nec,22,0.21602993085980415,0.13351739989593625,1.6180,corpus
g1ojs/40m/opt/40m V integral PI-30.nec,22,0.20740477507933974,0.1332822502590716,1.5561,corpus
g1ojs/40m/opt/40m V integral PI_003-19.nec,22,0.2077572220005095,0.13395310891792178,1.5510,corpus
g1ojs/40m/opt/40m V integral PI_007-12.nec,22,0.20879722340032458,0.13440852938219905,1.5535,corpus
g1ojs/40m/trials/40m V cage.nec,21,1.760468197055161,1.1472080489620566,1.5346,corpus
g1ojs/40m/trials/40m V curve 4pts 7MHz.nec,13,1.0086834318935871,0.6405584504827857,1.5747,corpus
g1ojs/40m/trials/40m V curve 5pts 7MHz.nec,15,1.0101132420822978,0.6449505924247205,1.5662,corpus
g1ojs/40m/trials/40m V integral PI.nec,22,1.0155885517597198,0.6486953422427177,1.5656,corpus
g1ojs/40m/trials/40m V mesh.nec,72,1.5927562569268048,1.0178715512156487,1.5648,corpus
g1ojs/630m/630m Three Turn Coax Magloop V.nec,31,0.09019502578303218,0.06120037194341421,1.4738,corpus
g1ojs/80m/40m V3.nec,21,1.0097455070354044,0.6438998617231846,1.5682,corpus
g1ojs/80m/80m 239cm Circ 10mm Cu Magloop V.nec,110,0.1056984611786902,0.06599275441840291,1.6017,corpus
g1ojs/80m/80m V cap plates high H.nec,113,1.193538527470082,0.775001376401633,1.5400,corpus
g1ojs/80m/80m V cap plates solid coplanar.nec,116,1.3476818390190601,0.8684683809988201,1.5518,corpus
g1ojs/80m/80m V cap plates solid felt.nec,110,1.3059561541303992,0.835193335544318,1.5637,corpus
g1ojs/80m/80m V.nec,22,1.0462986510246992,0.6654976261779666,1.5722,corpus
g1ojs/80m/80m V3.nec,38,1.0680876420810819,0.6832623551599681,1.5632,corpus
g1ojs/80m/_80m Dipole ref.nec,20,1.5251964768394828,0.9738744511269033,1.5661,corpus
g1ojs/80m/tmp.nec,26,0.9295013132505119,0.5950343906879425,1.5621,corpus
g1ojs/Delta loop/loop.nec,32,0.8698989721015096,0.55769864609465,1.5598,corpus
g1ojs/Loft wires/1V.nec,20,1.0040144664235413,0.639634563587606,1.5697,corpus
g1ojs/Loft wires/2V.nec,25,1.0148909208364785,0.6451605684123933,1.5731,corpus
g1ojs/Loft wires/LF.nec,30,1.1229146742261946,0.7128545083105564,1.5752,corpus
g1ojs/Loft wires/Max space V centre.nec,12,1.0046088118106127,0.6423529773019254,1.5640,corpus
g1ojs/Loft wires/Max space V diag.nec,12,1.0085038570687175,0.6405977662652731,1.5743,corpus
g1ojs/Loft wires/Spiral.nec,58,1.0411920412443578,0.6656203810125589,1.5642,corpus
g1ojs/Magloop with cap on coupling loop.nec,110,0.11325795482844114,0.06622720928862691,1.7101,corpus
g1ojs/Magloop with gap and cap on coupling loop.nec,111,0.20054399641230702,0.12665273575112224,1.5834,corpus
g1ojs/Meander Loading/40m Dipole at 7m reference.nec,10,0.2933682114817202,0.1874337624758482,1.5652,corpus
g1ojs/Meander Loading/40m Dipole at 7m with 10 meanders.nec,13,0.21162647102028131,0.13679378665983677,1.5470,corpus
g1ojs/Meander Loading/40m Dipole at 7m with 20 meanders.nec,13,0.2263691620901227,0.13702906901016831,1.6520,corpus
g1ojs/Meander Loading/40m Inverted V at 7m with 10 meanders.nec,30,0.2154718516394496,0.13479171646758914,1.5986,corpus
g1ojs/Meander Loading/40m Inverted V at 7m with full meandering.nec,6,0.21009052777662873,0.1440514400601387,1.4584,corpus
g1ojs/Open wire V/Open wire V fixed wire length.nec,42,1.189234769437462,0.7533154021948576,1.5787,corpus
g1ojs/Open wire V/Open wire V max wire length.nec,42,0.94259994616732,0.5953790447674692,1.5832,corpus
g1ojs/Small Receiving Loops/1m dia loop.nec,39,0.08119558356702328,0.05356176849454641,1.5159,corpus
g1ojs/Trapped/TRAPx1 V 40m 20m.nec,72,0.09512674110010266,0.05635456880554557,1.6880,corpus
g1ojs/Trapped/TRAPx2 V 40m 20m 10m - remove 10m.nec,42,0.08332931715995073,0.05430647078901529,1.5344,corpus
g1ojs/Trapped/TRAPx2 V 40m 20m 10m.nec,52,0.08636891515925527,0.05624762503430247,1.5355,corpus
g1ojs/Trapped/TRAPx2 V 40m 20m 6m.nec,52,0.08693407429382205,0.055662896018475294,1.5618,corpus
g1ojs/Trapped/TRAPx2_V.nec,52,61.55080326180905,38.701801530551165,1.5904,corpus
g1ojs/Trapped/Test.nec,32,0.46434082509949803,0.29497049236670136,1.5742,corpus
g1ojs/Trapped/Trap V - 6m 15m.nec,32,0.0813892325386405,0.05325123108923435,1.5284,corpus
g1ojs/Trapped/Trap_V.nec,52,0.08665825519710779,0.05578469578176737,1.5534,corpus
g1ojs/Tree/treeV_20m_10m.nec,17,0.079569345805794,0.052609424106776714,1.5125,corpus
g1ojs/Verticals/10m OCF H/10m H OCF 2.5m long.nec,18,0.38785534258931875,0.2521761367097497,1.5380,corpus
g1ojs/Verticals/10m OCF H/10m H OCF 3.5m long.nec,16,0.3847209536470473,0.24983212584629655,1.5399,corpus
g1ojs/Verticals/10m OCF H/10m H OCF 3m long.nec,18,0.3873098096810281,0.25187088642269373,1.5377,corpus
g1ojs/Verticals/10m OCF H/10m Vertical V 3m tall.nec,12,0.8178002061322331,0.5178360110148787,1.5793,corpus
g1ojs/Verticals/15m/15m H OCF 3m long.nec,18,0.4639370134100318,0.2999454978853464,1.5467,corpus
g1ojs/Verticals/20m/20m horizontal V 3.5m high.nec,18,0.8552541402168572,0.5407746392302215,1.5815,corpus
g1ojs/Verticals/20m/20m horizontal diamond 3m high.nec,38,0.861328570637852,0.547731845639646,1.5725,corpus
g1ojs/Verticals/others/10m H OCF - Copy.nec,18,0.4153410722501576,0.2516169613227248,1.6507,corpus
g1ojs/Verticals/others/10m arrow 2 wire 75cm wide - OCF.nec,16,0.3859019801020622,0.2513158265501261,1.5355,corpus
g1ojs/Verticals/others/10m bicone 2 wire 75cm wide - OCF.nec,24,0.40004648407921195,0.26215403201058507,1.5260,corpus
g1ojs/_2m/2m clutter/2m Diamond A144S5R over ground with clutter.nec,141,1.6043011462315917,0.36916957376524806,4.3457,corpus
g1ojs/_2m/2m clutter/Circular Quad 2 ele V-pol with clutter.nec,61,0.358223473187536,0.0865606046281755,4.1384,corpus
g1ojs/_2m/2m clutter/Circular Quad 2 ele with clutter no 6m.nec,52,0.339861910790205,0.08328478317707777,4.0807,corpus
g1ojs/_2m/2m clutter/Circular Quad 2 ele with clutter no loop.nec,56,0.24451714800670743,0.06437073834240437,3.7986,corpus
g1ojs/_2m/2m clutter/Circular Quad 2 ele with clutter.nec,61,0.35750736901536584,0.08637651056051254,4.1389,corpus
g1ojs/_2m/2m clutter/Clutter feed the clutter.nec,62,0.19590713642537594,0.0508004198782146,3.8564,corpus
g1ojs/_2m/2m clutter/Dipole ref with clutter.nec,71,1.0105785601772368,0.2351287892088294,4.2980,corpus
g1ojs/_2m/Cylindrical slots/2m Cylindrical Slot Open.nec,20,0.28740297676995397,0.0863530426286161,3.3282,corpus
g1ojs/_2m/Halo based/2m Stacked Halos Phi_0 El_0 1.5m.nec,79,0.33553517749533057,0.10342047968879342,3.2444,corpus
g1ojs/_2m/Halo based/2m Stacked Halos Phi_0 El_0 1.7m.nec,79,0.3352398816496134,0.10263201408088207,3.2664,corpus
g1ojs/_2m/Halo based/2m low stacked halos Phi_0 El_0 1.03m .nec,79,0.34705088660120964,0.10252677369862795,3.3850,corpus
g1ojs/_2m/Halo based/Horizontal halo delta match with coax balun not folded - Copy.nec,105,0.16534731443971395,0.05451223533600569,3.0332,corpus
g1ojs/_2m/Hentenna based/2m Cuboid Hentenna Symmetric.nec,36,0.09703070297837257,0.05228844052180648,1.8557,corpus
g1ojs/_2m/Hentenna based/2m Hentenna over ground Phi_0 - flashing.nec,1092,3.395074932370335,0.5397804379463196,6.2897,corpus
g1ojs/_2m/Hentenna based/2m Hentenna over ground Phi_90 - flashing.nec,1092,3.385919456835836,0.5287215770222247,6.4040,corpus
g1ojs/_2m/Hentenna based/2m Small Cuboid Hentenna Symmetric.nec,36,0.09644424822181463,0.05163831729441881,1.8677,corpus
g1ojs/_2m/Hentenna based/2m gapped hentenna over ground.nec,106,0.15653530322015285,0.0506156487390399,3.0926,corpus
g1ojs/_2m/Hentenna based/2x Stacked 2m Hentenna Single Feed Inverted parallel to roof ridge over Ground.nec,95,0.15901491604745388,0.05359648447483778,2.9669,corpus
g1ojs/_2m/Hentenna based/2x Stacked 2m Hentenna Single Feed parallel to roof ridge over Ground.nec,95,0.1477837315760553,0.05308578349649906,2.7839,corpus
g1ojs/_2m/Hentenna based/2x Stacked 2m Hentenna parallel to roof ridge with reflector.nec,108,0.17914592707529664,0.06005237251520157,2.9832,corpus
g1ojs/_2m/Quads/Square Wire Quad 2 ele 50R with clutter.nec,97,0.7939042705111206,0.18768880981951952,4.2299,corpus
g1ojs/_2m/Shortened dipoles/Patch dipole.nec,704,1.0273864837363362,0.35085265012457967,2.9283,corpus
g1ojs/_2m/Verticals/2m Stacked Vertical Dipoles with integral baluns - 4 lens opt WITH MEASUREMENT NOTES.nec,280,1.7948234230279922,0.5915959905833006,3.0339,corpus
g1ojs/_2m/Verticals/2m Stacked Vertical Dipoles with integral baluns - no harness.nec,185,1.149214648641646,0.4569725561887026,2.5148,corpus
g1ojs/_2m/Verticals/2m Stacked Vertical Dipoles with integral baluns reentrant harness.nec,266,1.8308693980798125,0.5989484433084726,3.0568,corpus
g1ojs/_2m/Verticals/2m Stacked Vertical Dipoles with integral baluns.nec,242,1.5808801464736462,0.5466913203708827,2.8917,corpus
g1ojs/_2m/Verticals/2m Stacked Vertical Gamma Matched Dipole over ground.nec,290,1.9856345038861036,0.6261573717929423,3.1711,corpus
g1ojs/_2m/Verticals/2m Vertical Dipole with integral balun.nec,225,1.1652557770721614,0.47075037052854896,2.4753,corpus
g1ojs/_2m/Verticals/2m Vertical Gamma Matched Dipole over ground.nec,217,1.1245961487293243,0.45879606110975146,2.4512,corpus
g1ojs/_2m/Verticals/2m Vertical dipole with phasing balun.nec,480,3.745570566970855,0.8434082493185997,4.4410,corpus
g1ojs/_2m/Verticals/2m high gain Vertical flowerpot with metal sleeve air spaced with feedline and feed stub.nec,231,0.8006596053019166,0.20543783903121948,3.8973,corpus
g1ojs/_2m/Verticals/Periodic stubs tests/2m 3lam monopole stubs shaped generic.nec,132,0.6063046688213944,0.30554770631715655,1.9843,corpus
g1ojs/_2m/Verticals/Periodic stubs tests/2m gamma dipole extended TL.nec,105,0.1619492587633431,0.055188609287142754,2.9345,corpus
g1ojs/_2m/Verticals/Periodic stubs tests/2m gamma dipole extended stubs - test.nec,95,0.19373737601563334,0.08782050060108304,2.2061,corpus
g1ojs/_2m/Verticals/Periodic stubs tests/2m gamma dipole extended stubs shaped.nec,95,0.18250318802893162,0.07860376685857773,2.3218,corpus
g1ojs/_2m/Verticals/Periodic stubs tests/2m gamma dipole extended stubs.nec,58,0.15969922905787826,0.06290075927972794,2.5389,corpus
g1ojs/_6m/6m 2ele Quad base fed.nec,80,0.4899474214762449,0.27260073320940137,1.7973,corpus
g1ojs/_6m/6m Dipole bars.nec,14,0.3773542372509837,0.24382610246539116,1.5476,corpus
g1ojs/_6m/6m Dipole droops.nec,14,0.3758209552615881,0.24659177800640464,1.5241,corpus
g1ojs/_6m/6m Dipole stars.nec,14,0.3849020334891975,0.24774970905855298,1.5536,corpus
g1ojs/_6m/6m Helically loaded dipole.nec,0,12.669320721644908,2.1889129574410617,5.7880,corpus
g1ojs/_6m/6m LL Bar Dipole 5mm dia elements - 2.nec,19,0.3863670602440834,0.25208952836692333,1.5327,corpus
g1ojs/_6m/6m LL Bar Dipole 5mm dia elements.nec,19,0.38636234076693654,0.25896395929157734,1.4920,corpus
g1ojs/_6m/6m LL Dipole 5mm dia elements - hairpin - 2.nec,32,0.3973980387672782,0.25836435053497553,1.5381,corpus
g1ojs/_6m/6m LL Dipole 5mm dia elements - hairpin.nec,32,0.39833818888291717,0.2605203678831458,1.5290,corpus
g1ojs/_6m/6m LL Dipole test 5mm dia elements - hairpin.nec,32,0.3963716346770525,0.2575428932905197,1.5391,corpus
g1ojs/_6m/6m LL2 Dipole 5mm dia elements.nec,22,0.3900478691793978,0.2514850050210953,1.5510,corpus
g1ojs/_6m/6m Quad base fed.nec,40,0.40652434481307864,0.257680416572839,1.5776,corpus
g1ojs/_6m/6m Quad side fed.nec,40,0.40254925563931465,0.2590679354034364,1.5538,corpus
g1ojs/_6m/6m Rect Petlowany Dipole 5mm dia elements 3D.nec,16,0.38212182000279427,0.24720456171780825,1.5458,corpus
g1ojs/_6m/6m Rect Petlowany Dipole 5mm dia elements flat 2.nec,17,0.4009693479165435,0.24727562814950943,1.6215,corpus
g1ojs/_6m/6m Rect Petlowany Dipole 5mm dia elements flat.nec,16,0.3825228651985526,0.24750493140891194,1.5455,corpus
g1ojs/_6m/6m Short Dipole 5mm dia elements - hairpin.nec,18,0.3828224721364677,0.24731348594650626,1.5479,corpus
g1ojs/_6m/_6m V.nec,22,0.3807045458815992,0.24596939235925674,1.5478,corpus
g1ojs/opt/Loaded V-01.nec,12,0.2060013492591679,0.1331748766824603,1.5468,corpus
g1ojs/opt/Loaded V-02.nec,12,0.20611059293150902,0.13316000951454043,1.5478,corpus
g1ojs/opt/Loaded V-03.nec,12,0.20725122606381774,0.13379254238680005,1.5490,corpus
g1ojs/opt/Loaded V-04.nec,12,0.20571448374539614,0.13382076704874635,1.5372,corpus
g1ojs/opt/Loaded V-05.nec,12,0.20611209468916059,0.13332734210416675,1.5459,corpus
g1ojs/opt/Loaded V-06.nec,12,0.21181295346468687,0.13294506026431918,1.5932,corpus
g1ojs/opt/Loaded V-07.nec,12,0.20612928410992026,0.13285474013537169,1.5515,corpus
g1ojs/opt/Loaded V-08.nec,12,0.20585001120343804,0.13282229471951723,1.5498,corpus
g1ojs/opt/Loaded V-09.nec,12,0.2058461531996727,0.13337499741464853,1.5434,corpus
g1ojs/opt/Loaded V-10.nec,12,0.20616791350767016,0.13386181415989995,1.5402,corpus
g1ojs/opt/Loaded V-11.nec,12,0.21690665697678924,0.13352918159216642,1.6244,corpus
g1ojs/opt/Loaded V-12.nec,12,0.20646242843940854,0.1331022153608501,1.5512,corpus
g1ojs/opt/Loaded V-13.nec,12,0.20612939586862922,0.1336552258580923,1.5422,corpus
g1ojs/opt/Loaded V-14.nec,12,0.2059467383660376,0.13323524734005332,1.5457,corpus
g1ojs/opt/Loaded V-15.nec,12,0.20651492709293962,0.13310929480940104,1.5515,corpus
g1ojs/opt/Loaded V-16.nec,12,0.20725334528833628,0.13286050595343113,1.5599,corpus
g1ojs/opt/Loaded V-18.nec,12,0.20611347444355488,0.1329164863564074,1.5507,corpus
g1ojs/opt/Loaded V-19.nec,12,0.20769929653033614,0.13361701369285583,1.5544,corpus
g1ojs/opt/Loaded V-20.nec,12,0.20659273909404874,0.1329184784553945,1.5543,corpus
g1ojs/opt/Loaded V-21.nec,12,0.205906820949167,0.1327997762709856,1.5505,corpus
g1ojs/opt/Loaded V-22.nec,12,0.20621760608628392,0.13349422812461853,1.5448,corpus
g1ojs/opt/Loaded V-23.nec,12,0.2058700928464532,0.13290022779256105,1.5491,corpus
g1ojs/opt/Loaded V-24.nec,12,0.2063052044250071,0.1328662596642971,1.5527,corpus
g1ojs/opt/Loaded V-26.nec,12,0.20611660089343786,0.1330436826683581,1.5492,corpus
g1ojs/opt/Loaded V-27.nec,12,0.20644946675747633,0.133034095633775,1.5519,corpus
g1ojs/opt/Loaded V-28.nec,12,0.20604716101661325,0.1336055751889944,1.5422,corpus
icecube-dbesson/2 dipole on roof.nec,674,1.4558847527951002,0.24359793635085225,5.9766,corpus
icecube-dbesson/2lsloper.nec,24,0.6241755154915154,0.3900330741889775,1.6003,corpus
icecube-dbesson/36ccd.nec,52,0.3561955476179719,0.22705625649541616,1.5688,corpus
icecube-dbesson/36dip.nec,40,0.3037965972907841,0.1968873320147395,1.5430,corpus
icecube-dbesson/36inv.nec,54,0.3063403610140085,0.19532907009124756,1.5683,corpus
icecube-dbesson/36inv_split.nec,52,0.3056153883226216,0.19469743128865957,1.5697,corpus
icecube-dbesson/3el-inverted-V.nec,124,0.3071839311160147,0.18142987228929996,1.6931,corpus
icecube-dbesson/40quad.nec,84,0.19525434356182814,0.1188418217934668,1.6430,corpus
icecube-dbesson/4nec2.nec,892,0.416106881108135,0.1266828258521855,3.2846,corpus
icecube-dbesson/4square.nec,40,0.2954370090737939,0.1888310918584466,1.5646,corpus
icecube-dbesson/4x20ra.nec,648,0.15289446990936995,0.0569850611500442,2.6831,corpus
icecube-dbesson/7lyagi10.nec,92,0.29484715638682246,0.17727728327736259,1.6632,corpus
icecube-dbesson/80hsbeam.nec,132,0.33380079502239823,0.1966787981800735,1.6972,corpus
icecube-dbesson/80rdbeam.nec,248,0.44232641626149416,0.21997476695105433,2.0108,corpus
icecube-dbesson/BCone55.nec,1442,0.7003453588113189,0.21944669028744102,3.1914,corpus
icecube-dbesson/BCone65.nec,1442,0.7063940027728677,0.20629047229886055,3.4243,corpus
icecube-dbesson/Bicone0+.nec,442,0.10115960612893105,0.05891236709430814,1.7171,corpus
icecube-dbesson/Cedzph10.nec,168,0.18206038139760494,0.07990379026159644,2.2785,corpus
icecube-dbesson/CoilCapHat.nec,164,0.24987986776977777,0.13845842517912388,1.8047,corpus
icecube-dbesson/Collinear_1L.nec,63,0.12188127590343356,0.07734316121786833,1.5759,corpus
icecube-dbesson/Deltalp.nec,120,0.10428249696269631,0.058320390060544014,1.7881,corpus
icecube-dbesson/Example3.nec,42,0.303638297598809,0.19373095501214266,1.5673,corpus
icecube-dbesson/Fractal.nec,204,1.5212581809610128,0.7549241641536355,2.0151,corpus
icecube-dbesson/Gwave.nec,20,0.13357824552804232,0.09346200106665492,1.4292,corpus
icecube-dbesson/Illuminate.nec,490,3.205979361664504,0.7126388126052916,4.4987,corpus
icecube-dbesson/Lowdip.nec,153,0.35829805629327893,0.20894038025289774,1.7148,corpus
icecube-dbesson/Moxon.nec,95,0.2870377115905285,0.17391408793628216,1.6505,corpus
icecube-dbesson/Multiband.nec,142,0.3634561859071255,0.20448915241286159,1.7774,corpus
icecube-dbesson/NearFld.nec,416,2.3441201811656356,0.6609206609427929,3.5467,corpus
icecube-dbesson/Parab50.nec,3800,8.661409904714674,3.0294156190939248,2.8591,corpus
icecube-dbesson/Quad.nec,160,0.4368729265406728,0.21791868517175317,2.0048,corpus
icecube-dbesson/Rhombic.nec,160,0.1605548243969679,0.08210236113518476,1.9555,corpus
icecube-dbesson/Slopvee.nec,170,0.3121234308928251,0.17167948698624969,1.8181,corpus
icecube-dbesson/T-box.nec,1004,0.3486782191321254,0.13432941166684031,2.5957,corpus
icecube-dbesson/TL-test.nec,192,0.15668827295303345,0.08237450942397118,1.9021,corpus
icecube-dbesson/Tr-line.nec,44,0.30428389366716146,0.19449157360941172,1.5645,corpus
icecube-dbesson/Vee40.nec,82,0.33991634612903,0.2103256224654615,1.6161,corpus
icecube-dbesson/atl50E.nec,523,0.8265303336083889,0.2579187685623765,3.2046,corpus
icecube-dbesson/atl50e-h.nec,553,0.9239992764778435,0.29024500399827957,3.1835,corpus
icecube-dbesson/bev80.nec,102,0.37143657356500626,0.22519258502870798,1.6494,corpus
icecube-dbesson/bobtail.nec,42,0.34490716317668557,0.2158574745990336,1.5978,corpus
icecube-dbesson/dscn2.nec,513,0.8761103902943432,0.28512516478076577,3.0727,corpus
icecube-dbesson/edzmod.nec,46,0.27224467787891626,0.17330529680475593,1.5709,corpus
icecube-dbesson/hel10ua.nec,1154,0.44002065109089017,0.15405297419056296,2.8563,corpus
icecube-dbesson/helix.nec,602,1.104857929982245,0.2780618122778833,3.9734,corpus
icecube-dbesson/hrs_441.nec,191,13.546916794031858,5.854547976516187,2.3139,corpus
icecube-dbesson/jbl.nec,137,4.555162237025797,1.4686050601303577,3.1017,corpus
kk4obi-bent-dipoles/efhw-straight.nec,78,0.09642021870240569,0.06398539617657661,1.5069,corpus
kk4obi-bent-dipoles/folded-end-dipole.nec,80,0.3170874756760895,0.19657505443319678,1.6131,corpus
kk4obi-bent-dipoles/ocf-vertical-4radials.nec,150,0.2326496969908476,0.13856741227209568,1.6790,corpus
kk4obi-bent-dipoles/std-vertical-dipole.nec,100,0.09548359783366323,0.059139343444257975,1.6146,corpus
nec-simulations/nec/turnstileTestAntenna.nec,4307,7.171507143881172,2.1976612550206482,3.2632,corpus
nec-simulations/nec/wireAntennaFastGround.nec,209,0.4591868012212217,0.24535971274599433,1.8715,corpus
nec2-toys/2m-fd-fed-yagi.nec,124,1.008479630574584,0.5934585682116449,1.6993,corpus
nec2-toys/2m-folded-dipole/2m-folded-dipole.nec,103,0.8576856586150825,0.526949031278491,1.6276,corpus
nec2c/9elX2b_gr.nec,600,0.20309067890048027,0.06843044515699148,2.9678,corpus
nec2c/9elX2b_mast.nec,625,0.1562458868138492,0.06293841218575835,2.4825,corpus
nec2c/9elX2b_tonna.nec,600,0.1459298711270094,0.05972367757931352,2.4434,corpus
nec2c/9elX2bm_gr.nec,1050,0.5910477517172694,0.1425661793909967,4.1458,corpus
